Model,mAP@50,mAP@50-95,mAP@75,Precision,Recall,FPS,Inference (ms),Total Detections,Avg Det/Image,Version,Size
yolov9t,0.6132694188937794,0.2460228145560872,0.14192515187213328,0.7438958901590448,0.5314225130698643,58.075050316340395,17.21909829699507,1266793,289.09014148790504,yolov9t,
