Model,mAP@50,mAP@50-95,mAP@75,Precision,Recall,FPS,Inference (ms),Total Detections,Avg Det/Image,Version,Size
yolov9c,0.6657753767265883,0.266545524834722,0.15404167742758276,0.7712830340578297,0.5784534762570362,29.25912911906955,34.177367204967595,963580,219.89502510269284,yolov9c,
