target,series,experiment,checkpoint,epoch,step,mAP,Rank-1,Rank-5,Rank-10,status,source
Duke,syntetic_only_filtered_100k_duke_raw,Synthetic-only filtered 100k on Duke (raw),model_epoch_089_step_163504,89,163504,20.6,30.9,47.2,54.3,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
Duke,syntetic_only_filtered_100k_duke_raw,Synthetic-only filtered 100k on Duke (raw),model_epoch_099_step_181644,99,181644,20.2,29.8,47.4,54.6,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
Duke,syntetic_only_filtered_100k_duke_raw,Synthetic-only filtered 100k on Duke (raw),model_epoch_109_step_199817,109,199817,19.7,28.6,46.0,53.4,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
Duke,syntetic_only_filtered_100k_duke_raw,Synthetic-only filtered 100k on Duke (raw),model_epoch_119_step_217996,119,217996,19.6,28.5,46.3,53.3,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
LTCC,syntetic_only_filtered_100k_ltcc_raw,Synthetic-only filtered 100k on LTCC (raw),model_epoch_009_step_18171,9,18171,12.3,38.1,50.3,58.4,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
LTCC,syntetic_only_filtered_100k_ltcc_raw,Synthetic-only filtered 100k on LTCC (raw),model_epoch_019_step_36353,19,36353,11.0,33.7,49.3,55.6,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
LTCC,syntetic_only_filtered_100k_ltcc_raw,Synthetic-only filtered 100k on LTCC (raw),model_epoch_029_step_54551,29,54551,10.5,33.3,48.1,54.6,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
LTCC,syntetic_only_filtered_100k_ltcc_raw,Synthetic-only filtered 100k on LTCC (raw),model_epoch_039_step_72675,39,72675,10.2,31.6,47.5,53.5,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
LTCC,syntetic_only_filtered_100k_ltcc_raw,Synthetic-only filtered 100k on LTCC (raw),model_epoch_049_step_90868,49,90868,9.6,30.6,44.6,52.5,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
LTCC,syntetic_only_filtered_100k_ltcc_raw,Synthetic-only filtered 100k on LTCC (raw),model_epoch_059_step_109028,59,109028,9.3,28.0,43.6,51.5,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
LTCC,syntetic_only_filtered_100k_ltcc_raw,Synthetic-only filtered 100k on LTCC (raw),model_epoch_069_step_127099,69,127099,9.3,28.4,43.8,50.1,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
LTCC,syntetic_only_filtered_100k_ltcc_raw,Synthetic-only filtered 100k on LTCC (raw),model_epoch_079_step_145286,79,145286,9.1,27.8,41.6,50.5,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
LTCC,syntetic_only_filtered_100k_ltcc_raw,Synthetic-only filtered 100k on LTCC (raw),model_epoch_089_step_163504,89,163504,8.9,26.6,42.2,49.5,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
LTCC,syntetic_only_filtered_100k_ltcc_raw,Synthetic-only filtered 100k on LTCC (raw),model_epoch_099_step_181644,99,181644,8.7,25.2,41.4,49.7,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
LTCC,syntetic_only_filtered_100k_ltcc_raw,Synthetic-only filtered 100k on LTCC (raw),model_epoch_109_step_199817,109,199817,8.5,25.2,40.0,49.1,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
LTCC,syntetic_only_filtered_100k_ltcc_raw,Synthetic-only filtered 100k on LTCC (raw),model_epoch_119_step_217996,119,217996,8.4,25.6,40.0,49.1,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
PRCC,syntetic_only_filtered_100k_prcc_raw,Synthetic-only filtered 100k on PRCC (raw),model_epoch_009_step_18171,9,18171,28.5,36.6,42.3,43.7,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
PRCC,syntetic_only_filtered_100k_prcc_raw,Synthetic-only filtered 100k on PRCC (raw),model_epoch_019_step_36353,19,36353,29.8,39.4,45.1,49.3,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
PRCC,syntetic_only_filtered_100k_prcc_raw,Synthetic-only filtered 100k on PRCC (raw),model_epoch_029_step_54551,29,54551,30.3,39.4,45.1,49.3,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
PRCC,syntetic_only_filtered_100k_prcc_raw,Synthetic-only filtered 100k on PRCC (raw),model_epoch_039_step_72675,39,72675,30.1,40.8,47.9,49.3,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
PRCC,syntetic_only_filtered_100k_prcc_raw,Synthetic-only filtered 100k on PRCC (raw),model_epoch_049_step_90868,49,90868,29.5,40.8,47.9,49.3,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
PRCC,syntetic_only_filtered_100k_prcc_raw,Synthetic-only filtered 100k on PRCC (raw),model_epoch_059_step_109028,59,109028,27.7,40.8,45.1,47.9,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
PRCC,syntetic_only_filtered_100k_prcc_raw,Synthetic-only filtered 100k on PRCC (raw),model_epoch_069_step_127099,69,127099,28.1,40.8,46.5,46.5,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
PRCC,syntetic_only_filtered_100k_prcc_raw,Synthetic-only filtered 100k on PRCC (raw),model_epoch_079_step_145286,79,145286,27.1,38.0,45.1,46.5,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
PRCC,syntetic_only_filtered_100k_prcc_raw,Synthetic-only filtered 100k on PRCC (raw),model_epoch_089_step_163504,89,163504,27.9,39.4,46.5,46.5,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
PRCC,syntetic_only_filtered_100k_prcc_raw,Synthetic-only filtered 100k on PRCC (raw),model_epoch_099_step_181644,99,181644,27.4,38.0,46.5,46.5,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
PRCC,syntetic_only_filtered_100k_prcc_raw,Synthetic-only filtered 100k on PRCC (raw),model_epoch_109_step_199817,109,199817,26.2,33.8,42.3,46.5,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
PRCC,syntetic_only_filtered_100k_prcc_raw,Synthetic-only filtered 100k on PRCC (raw),model_epoch_119_step_217996,119,217996,26.4,32.4,45.1,46.5,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
Duke,syntetic_only_filtered_30k_duke_raw,Synthetic-only filtered 30k on Duke (raw),model_epoch_009_step_05501,9,5501,29.7,40.9,58.8,65.2,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
Duke,syntetic_only_filtered_30k_duke_raw,Synthetic-only filtered 30k on Duke (raw),model_epoch_019_step_11006,19,11006,27.3,37.6,56.6,62.8,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
Duke,syntetic_only_filtered_30k_duke_raw,Synthetic-only filtered 30k on Duke (raw),model_epoch_029_step_16495,29,16495,26.1,36.2,54.3,61.1,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
Duke,syntetic_only_filtered_30k_duke_raw,Synthetic-only filtered 30k on Duke (raw),model_epoch_039_step_21976,39,21976,25.6,36.8,53.4,61.0,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
Duke,syntetic_only_filtered_30k_duke_raw,Synthetic-only filtered 30k on Duke (raw),model_epoch_049_step_27414,49,27414,25.0,36.5,53.3,60.0,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
Duke,syntetic_only_filtered_30k_duke_raw,Synthetic-only filtered 30k on Duke (raw),model_epoch_059_step_32887,59,32887,24.4,35.8,52.7,60.4,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
Duke,syntetic_only_filtered_30k_duke_raw,Synthetic-only filtered 30k on Duke (raw),model_epoch_069_step_38378,69,38378,24.1,35.5,52.4,60.3,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
Duke,syntetic_only_filtered_30k_duke_raw,Synthetic-only filtered 30k on Duke (raw),model_epoch_079_step_43857,79,43857,23.8,35.0,51.7,60.1,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
Duke,syntetic_only_filtered_30k_duke_raw,Synthetic-only filtered 30k on Duke (raw),model_epoch_089_step_49333,89,49333,23.2,33.8,51.6,60.0,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
Duke,syntetic_only_filtered_30k_duke_raw,Synthetic-only filtered 30k on Duke (raw),model_epoch_099_step_54772,99,54772,23.0,33.8,51.1,59.8,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
Duke,syntetic_only_filtered_30k_duke_raw,Synthetic-only filtered 30k on Duke (raw),model_epoch_109_step_60250,109,60250,23.0,33.9,51.7,59.5,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
Duke,syntetic_only_filtered_30k_duke_raw,Synthetic-only filtered 30k on Duke (raw),model_epoch_119_step_65750,119,65750,22.4,33.3,51.3,58.7,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
LTCC,syntetic_only_filtered_30k_ltcc_raw,Synthetic-only filtered 30k on LTCC (raw),model_epoch_009_step_05501,9,5501,16.2,45.2,59.2,67.1,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
LTCC,syntetic_only_filtered_30k_ltcc_raw,Synthetic-only filtered 30k on LTCC (raw),model_epoch_019_step_11006,19,11006,14.4,41.0,54.6,63.3,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
LTCC,syntetic_only_filtered_30k_ltcc_raw,Synthetic-only filtered 30k on LTCC (raw),model_epoch_029_step_16495,29,16495,13.1,38.7,52.5,60.6,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
LTCC,syntetic_only_filtered_30k_ltcc_raw,Synthetic-only filtered 30k on LTCC (raw),model_epoch_039_step_21976,39,21976,12.3,37.7,52.3,59.8,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
LTCC,syntetic_only_filtered_30k_ltcc_raw,Synthetic-only filtered 30k on LTCC (raw),model_epoch_049_step_27414,49,27414,12.0,37.5,53.1,58.4,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
LTCC,syntetic_only_filtered_30k_ltcc_raw,Synthetic-only filtered 30k on LTCC (raw),model_epoch_059_step_32887,59,32887,11.7,36.1,52.1,57.6,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
LTCC,syntetic_only_filtered_30k_ltcc_raw,Synthetic-only filtered 30k on LTCC (raw),model_epoch_069_step_38378,69,38378,11.3,36.7,51.1,57.4,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
LTCC,syntetic_only_filtered_30k_ltcc_raw,Synthetic-only filtered 30k on LTCC (raw),model_epoch_079_step_43857,79,43857,11.1,36.1,49.3,56.4,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
LTCC,syntetic_only_filtered_30k_ltcc_raw,Synthetic-only filtered 30k on LTCC (raw),model_epoch_089_step_49333,89,49333,10.9,35.5,49.3,57.0,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
LTCC,syntetic_only_filtered_30k_ltcc_raw,Synthetic-only filtered 30k on LTCC (raw),model_epoch_099_step_54772,99,54772,10.4,33.5,46.9,55.0,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
LTCC,syntetic_only_filtered_30k_ltcc_raw,Synthetic-only filtered 30k on LTCC (raw),model_epoch_109_step_60250,109,60250,10.7,34.7,48.3,55.6,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
LTCC,syntetic_only_filtered_30k_ltcc_raw,Synthetic-only filtered 30k on LTCC (raw),model_epoch_119_step_65750,119,65750,10.3,32.5,47.5,55.4,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
PRCC,syntetic_only_filtered_30k_prcc_raw,Synthetic-only filtered 30k on PRCC (raw),model_epoch_009_step_05501,9,5501,37.7,47.9,53.5,56.3,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
PRCC,syntetic_only_filtered_30k_prcc_raw,Synthetic-only filtered 30k on PRCC (raw),model_epoch_019_step_11006,19,11006,31.6,39.4,46.5,49.3,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
PRCC,syntetic_only_filtered_30k_prcc_raw,Synthetic-only filtered 30k on PRCC (raw),model_epoch_029_step_16495,29,16495,31.1,40.8,49.3,53.5,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
PRCC,syntetic_only_filtered_30k_prcc_raw,Synthetic-only filtered 30k on PRCC (raw),model_epoch_039_step_21976,39,21976,31.4,45.1,49.3,49.3,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
PRCC,syntetic_only_filtered_30k_prcc_raw,Synthetic-only filtered 30k on PRCC (raw),model_epoch_049_step_27414,49,27414,31.5,46.5,49.3,50.7,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
PRCC,syntetic_only_filtered_30k_prcc_raw,Synthetic-only filtered 30k on PRCC (raw),model_epoch_059_step_32887,59,32887,31.4,43.7,50.7,50.7,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
PRCC,syntetic_only_filtered_30k_prcc_raw,Synthetic-only filtered 30k on PRCC (raw),model_epoch_069_step_38378,69,38378,31.4,46.5,52.1,53.5,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
PRCC,syntetic_only_filtered_30k_prcc_raw,Synthetic-only filtered 30k on PRCC (raw),model_epoch_079_step_43857,79,43857,31.5,47.9,50.7,53.5,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
PRCC,syntetic_only_filtered_30k_prcc_raw,Synthetic-only filtered 30k on PRCC (raw),model_epoch_089_step_49333,89,49333,30.9,46.5,50.7,53.5,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
PRCC,syntetic_only_filtered_30k_prcc_raw,Synthetic-only filtered 30k on PRCC (raw),model_epoch_099_step_54772,99,54772,30.2,43.7,50.7,52.1,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
PRCC,syntetic_only_filtered_30k_prcc_raw,Synthetic-only filtered 30k on PRCC (raw),model_epoch_109_step_60250,109,60250,31.1,46.5,52.1,52.1,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
PRCC,syntetic_only_filtered_30k_prcc_raw,Synthetic-only filtered 30k on PRCC (raw),model_epoch_119_step_65750,119,65750,30.6,45.1,52.1,52.1,passed,experiments/reid/syntetic_only_filtered_30k/evaluate/all_targets_raw/summary.tsv
ULIRI,uliri_pretrained_reference,ULIRI pretrained reference,pretrained_reference,,,34.2,86.3,93.6,96.5,passed,experiments/reid/uliri/pretrained_results.txt
ULIRI,uliri_resnet_0.0.1,ULIRI ResNet 0.0.1,model_epoch_009_step_29380,9,29380,97.7,100.0,100.0,100.0,passed,experiments/reid/uliri/evaluation_results_0.0.1/evaluation_summary.json
ULIRI,uliri_resnet_0.0.1,ULIRI ResNet 0.0.1,model_epoch_012_step_37754,12,37754,97.2,100.0,100.0,100.0,passed,experiments/reid/uliri/evaluation_results_0.0.1/evaluation_summary.json
ULIRI,uliri_resnet_0.0.1_current_split_epoch13,ULIRI ResNet 0.0.1 epoch 13 on current split,model_epoch_013_step_38333,13,38333,99.8,100.0,100.0,100.0,passed,experiments/reid/repository_training_results/additional_validation/summary_worker0.tsv
ULIRI,uliri_resnet_0.0.2,ULIRI ResNet 0.0.2,model_epoch_009_step_25519,9,25519,92.1,99.9,99.9,99.9,passed,experiments/reid/uliri/evaluation_results_0.0.2/evaluation_summary.json
ULIRI,uliri_resnet_0.1.1_status_only,ULIRI ResNet 0.1.1 status-only,training_status_latest,,,84.52069163322449,99.98132600000001,100.0,100.0,passed,experiments/reid/uliri/results_0.1.1/train/status.json
