target,series,experiment,checkpoint,epoch,step,mAP,Rank-1,Rank-5,Rank-10,status,source
LTCC,ltcc_archive_v1.0.1,LTCC archived v1.0.1 curve,archived_epoch_002,2,,19.1,49.5,66.7,73.2,passed,experiments/reid/ltcc/archives/v1.0.1_20251120_104004/results/metrics.json
LTCC,ltcc_archive_v1.0.1,LTCC archived v1.0.1 curve,archived_epoch_003,3,,28.7,62.3,74.4,80.3,passed,experiments/reid/ltcc/archives/v1.0.1_20251120_104004/results/metrics.json
LTCC,ltcc_archive_v1.0.1,LTCC archived v1.0.1 curve,archived_epoch_004,4,,35.1,66.5,76.3,82.4,passed,experiments/reid/ltcc/archives/v1.0.1_20251120_104004/results/metrics.json
LTCC,ltcc_archive_v1.0.1,LTCC archived v1.0.1 curve,archived_epoch_005,5,,36.6,68.4,79.1,84.4,passed,experiments/reid/ltcc/archives/v1.0.1_20251120_104004/results/metrics.json
LTCC,ltcc_archive_v1.0.1,LTCC archived v1.0.1 curve,archived_epoch_006,6,,37.9,70.2,80.5,84.2,passed,experiments/reid/ltcc/archives/v1.0.1_20251120_104004/results/metrics.json
LTCC,ltcc_archive_v1.0.1,LTCC archived v1.0.1 curve,archived_epoch_007,7,,39.7,72.2,82.2,84.4,passed,experiments/reid/ltcc/archives/v1.0.1_20251120_104004/results/metrics.json
LTCC,ltcc_archive_v1.0.1,LTCC archived v1.0.1 curve,archived_epoch_008,8,,39.7,72.4,80.5,84.2,passed,experiments/reid/ltcc/archives/v1.0.1_20251120_104004/results/metrics.json
LTCC,ltcc_archive_v1.0.1,LTCC archived v1.0.1 curve,archived_epoch_009,9,,40.5,71.8,82.6,85.6,passed,experiments/reid/ltcc/archives/v1.0.1_20251120_104004/results/metrics.json
LTCC,ltcc_archive_v1.0.1,LTCC archived v1.0.1 curve,archived_epoch_010,10,,39.7,73.2,80.9,85.0,passed,experiments/reid/ltcc/archives/v1.0.1_20251120_104004/results/metrics.json
LTCC,ltcc_archive_v1.0.1,LTCC archived v1.0.1 curve,archived_epoch_011,11,,40.6,73.0,82.8,85.6,passed,experiments/reid/ltcc/archives/v1.0.1_20251120_104004/results/metrics.json
LTCC,ltcc_archive_v1.0.1,LTCC archived v1.0.1 curve,archived_epoch_012,12,,40.6,74.0,82.4,85.6,passed,experiments/reid/ltcc/archives/v1.0.1_20251120_104004/results/metrics.json
LTCC,ltcc_archive_v1.0.1,LTCC archived v1.0.1 curve,archived_epoch_013,13,,40.6,74.8,82.6,85.4,passed,experiments/reid/ltcc/archives/v1.0.1_20251120_104004/results/metrics.json
LTCC,ltcc_archive_v1.0.1,LTCC archived v1.0.1 curve,archived_epoch_014,14,,40.2,73.6,81.5,85.4,passed,experiments/reid/ltcc/archives/v1.0.1_20251120_104004/results/metrics.json
LTCC,ltcc_archive_v1.0.1,LTCC archived v1.0.1 curve,archived_epoch_015,15,,39.9,72.6,82.2,84.4,passed,experiments/reid/ltcc/archives/v1.0.1_20251120_104004/results/metrics.json
LTCC,ltcc_archive_v1.0.1,LTCC archived v1.0.1 curve,archived_epoch_016,16,,40.2,73.0,81.5,85.0,passed,experiments/reid/ltcc/archives/v1.0.1_20251120_104004/results/metrics.json
LTCC,ltcc_archive_v1.0.1,LTCC archived v1.0.1 curve,archived_epoch_017,17,,39.3,71.8,82.2,85.2,passed,experiments/reid/ltcc/archives/v1.0.1_20251120_104004/results/metrics.json
LTCC,ltcc_archive_v1.0.1,LTCC archived v1.0.1 curve,archived_epoch_018,18,,40.6,72.8,82.4,84.8,passed,experiments/reid/ltcc/archives/v1.0.1_20251120_104004/results/metrics.json
LTCC,ltcc_archive_v1.0.1,LTCC archived v1.0.1 curve,archived_epoch_019,19,,39.5,72.0,81.1,84.2,passed,experiments/reid/ltcc/archives/v1.0.1_20251120_104004/results/metrics.json
LTCC,ltcc_archive_v1.0.1,LTCC archived v1.0.1 curve,archived_epoch_020,20,,40.5,73.2,81.5,84.2,passed,experiments/reid/ltcc/archives/v1.0.1_20251120_104004/results/metrics.json
LTCC,ltcc_archive_v1.0.1,LTCC archived v1.0.1 curve,archived_epoch_021,21,,40.2,72.8,82.8,85.6,passed,experiments/reid/ltcc/archives/v1.0.1_20251120_104004/results/metrics.json
LTCC,ltcc_archive_v1.0.1,LTCC archived v1.0.1 curve,archived_epoch_022,22,,38.4,71.8,80.1,84.2,passed,experiments/reid/ltcc/archives/v1.0.1_20251120_104004/results/metrics.json
LTCC,ltcc_archive_v1.0.1,LTCC archived v1.0.1 curve,archived_epoch_023,23,,39.3,71.4,80.9,85.0,passed,experiments/reid/ltcc/archives/v1.0.1_20251120_104004/results/metrics.json
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_004_step_02319,4,2319,39.0,69.6,78.9,81.9,passed,experiments/reid/ltcc_syntetic_filtered_seq/evaluate/ltcc_filtered_syntetic/summary.tsv
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_009_step_04640,9,4640,41.1,72.4,78.9,81.1,passed,experiments/reid/ltcc_syntetic_filtered_seq/evaluate/ltcc_filtered_syntetic/summary.tsv
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_014_step_06957,14,6957,42.0,73.0,79.5,81.3,passed,experiments/reid/ltcc_syntetic_filtered_seq/evaluate/ltcc_filtered_syntetic/summary.tsv
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_019_step_09273,19,9273,42.7,73.0,79.7,84.0,passed,experiments/reid/ltcc_syntetic_filtered_seq/evaluate/ltcc_filtered_syntetic/summary.tsv
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_024_step_11586,24,11586,42.5,74.6,82.8,83.8,passed,experiments/reid/ltcc_syntetic_filtered_seq/evaluate/ltcc_filtered_syntetic/summary.tsv
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_029_step_13913,29,13913,42.7,74.8,81.1,82.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/evaluate/ltcc_filtered_syntetic/summary.tsv
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_034_step_16224,34,16224,42.7,74.8,82.2,84.2,passed,experiments/reid/ltcc_syntetic_filtered_seq/evaluate/ltcc_filtered_syntetic/summary.tsv
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_039_step_18560,39,18560,42.7,74.6,80.7,83.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/evaluate/ltcc_filtered_syntetic/summary.tsv
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_044_step_20872,44,20872,43.8,76.1,81.7,84.2,passed,experiments/reid/ltcc_syntetic_filtered_seq/evaluate/ltcc_filtered_syntetic/summary.tsv
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_049_step_23182,49,23182,42.7,73.2,80.3,84.0,passed,experiments/reid/ltcc_syntetic_filtered_seq/evaluate/ltcc_filtered_syntetic/summary.tsv
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_054_step_25510,54,25510,42.8,75.9,81.9,85.2,passed,experiments/reid/ltcc_syntetic_filtered_seq/evaluate/ltcc_filtered_syntetic/summary.tsv
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_059_step_27831,59,27831,42.2,74.0,81.1,84.0,passed,experiments/reid/ltcc_syntetic_filtered_seq/evaluate/ltcc_filtered_syntetic/summary.tsv
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_064_step_30149,64,30149,41.7,75.5,81.5,84.2,passed,experiments/reid/ltcc_syntetic_filtered_seq/evaluate/ltcc_filtered_syntetic/summary.tsv
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_069_step_32460,69,32460,41.8,74.2,80.7,83.8,passed,experiments/reid/ltcc_syntetic_filtered_seq/evaluate/ltcc_filtered_syntetic/summary.tsv
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_074_step_34775,74,34775,42.1,75.1,81.3,83.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/evaluate/ltcc_filtered_syntetic/summary.tsv
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_079_step_37090,79,37090,42.0,74.4,82.8,85.0,passed,experiments/reid/ltcc_syntetic_filtered_seq/evaluate/ltcc_filtered_syntetic/summary.tsv
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_084_step_39405,84,39405,42.3,75.1,81.9,85.0,passed,experiments/reid/ltcc_syntetic_filtered_seq/evaluate/ltcc_filtered_syntetic/summary.tsv
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_089_step_41729,89,41729,42.1,73.4,81.5,84.2,passed,experiments/reid/ltcc_syntetic_filtered_seq/evaluate/ltcc_filtered_syntetic/summary.tsv
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_094_step_44044,94,44044,40.9,74.0,82.6,83.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/evaluate/ltcc_filtered_syntetic/summary.tsv
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_099_step_46361,99,46361,42.2,73.6,81.9,84.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/evaluate/ltcc_filtered_syntetic/summary.tsv
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_104_step_48676,104,48676,40.9,72.6,82.2,84.4,passed,experiments/reid/ltcc_syntetic_filtered_seq/evaluate/ltcc_filtered_syntetic/summary.tsv
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_109_step_50996,109,50996,41.5,73.8,80.7,84.0,passed,experiments/reid/ltcc_syntetic_filtered_seq/evaluate/ltcc_filtered_syntetic/summary.tsv
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_114_step_53313,114,53313,42.3,73.2,83.0,85.4,passed,experiments/reid/ltcc_syntetic_filtered_seq/evaluate/ltcc_filtered_syntetic/summary.tsv
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_119_step_55633,119,55633,40.9,73.4,81.1,83.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/evaluate/ltcc_filtered_syntetic/summary.tsv
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_124_step_57949,124,57949,41.5,74.6,82.4,85.2,passed,experiments/reid/ltcc_syntetic_filtered_seq/evaluate/ltcc_filtered_syntetic/summary.tsv
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_129_step_60271,129,60271,41.4,73.6,80.9,83.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/evaluate/ltcc_filtered_syntetic/summary.tsv
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_134_step_62591,134,62591,41.6,74.6,83.2,84.4,passed,experiments/reid/ltcc_syntetic_filtered_seq/evaluate/ltcc_filtered_syntetic/summary.tsv
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_139_step_64896,139,64896,41.8,74.2,82.6,84.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/evaluate/ltcc_filtered_syntetic/summary.tsv
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_144_step_67216,144,67216,41.5,73.0,81.5,83.8,passed,experiments/reid/ltcc_syntetic_filtered_seq/evaluate/ltcc_filtered_syntetic/summary.tsv
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_149_step_69529,149,69529,41.4,73.6,81.1,83.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/evaluate/ltcc_filtered_syntetic/summary.tsv
LTCC,ltcc_pretrained_reference,LTCC pretrained reference,pretrained_reference,,,5.6,17.0,31.6,39.2,passed,experiments/reid/ltcc/pretrained_results.txt
LTCC,ltcc_resnet_0.1.1,LTCC ResNet 0.1.1,model_epoch_004_step_00670,4,670,2.4,4.7,15.0,19.7,passed,experiments/reid/ltcc/evaluation_results_0.1.1/evaluation_summary.json
LTCC,ltcc_resnet_0.1.1,LTCC ResNet 0.1.1,model_epoch_009_step_01337,9,1337,2.5,3.9,12.6,18.7,passed,experiments/reid/ltcc/evaluation_results_0.1.1/evaluation_summary.json
LTCC,ltcc_resnet_0.1.1,LTCC ResNet 0.1.1,model_epoch_014_step_02004,14,2004,2.5,3.7000000000000006,11.6,18.7,passed,experiments/reid/ltcc/evaluation_results_0.1.1/evaluation_summary.json
LTCC,ltcc_resnet_0.1.1,LTCC ResNet 0.1.1,model_epoch_019_step_02669,19,2669,2.5,3.4000000000000004,12.4,18.7,passed,experiments/reid/ltcc/evaluation_results_0.1.1/evaluation_summary.json
LTCC,ltcc_resnet_0.1.1,LTCC ResNet 0.1.1,model_epoch_024_step_03333,24,3333,2.4,5.3,14.2,18.7,passed,experiments/reid/ltcc/evaluation_results_0.1.1/evaluation_summary.json
LTCC,ltcc_resnet_0.1.1,LTCC ResNet 0.1.1,model_epoch_029_step_03998,29,3998,2.5,3.9,11.6,17.6,passed,experiments/reid/ltcc/evaluation_results_0.1.1/evaluation_summary.json
LTCC,ltcc_resnet_0.1.1,LTCC ResNet 0.1.1,model_epoch_034_step_04649,34,4649,2.4,3.7000000000000006,11.0,17.8,passed,experiments/reid/ltcc/evaluation_results_0.1.1/evaluation_summary.json
LTCC,ltcc_resnet_0.1.1,LTCC ResNet 0.1.1,model_epoch_039_step_05309,39,5309,2.5,5.1,15.8,21.1,passed,experiments/reid/ltcc/evaluation_results_0.1.1/evaluation_summary.json
LTCC,ltcc_resnet_0.1.1,LTCC ResNet 0.1.1,model_epoch_044_step_05971,44,5971,2.5,4.7,12.6,17.4,passed,experiments/reid/ltcc/evaluation_results_0.1.1/evaluation_summary.json
LTCC,ltcc_resnet_0.1.1,LTCC ResNet 0.1.1,model_epoch_049_step_06635,49,6635,2.4,3.9,11.0,18.5,passed,experiments/reid/ltcc/evaluation_results_0.1.1/evaluation_summary.json
LTCC,ltcc_resnet_0.1.1,LTCC ResNet 0.1.1,model_epoch_054_step_07293,54,7293,2.4,2.4,9.9,16.2,passed,experiments/reid/ltcc/evaluation_results_0.1.1/evaluation_summary.json
LTCC,ltcc_resnet_0.1.1,LTCC ResNet 0.1.1,model_epoch_059_step_07955,59,7955,2.5,4.3,13.4,18.5,passed,experiments/reid/ltcc/evaluation_results_0.1.1/evaluation_summary.json
LTCC,ltcc_resnet_0.1.2,LTCC ResNet 0.1.2,model_epoch_012_step_01700,12,1700,2.6,4.3,12.0,18.5,passed,experiments/reid/ltcc/evaluation_results_0.1.2/evaluation_summary.json
LTCC,ltcc_resnet_0.1.2,LTCC ResNet 0.1.2,model_epoch_014_step_02016,14,2016,2.5,2.6,10.8,19.3,passed,experiments/reid/ltcc/evaluation_results_0.1.2/evaluation_summary.json
LTCC,ltcc_resnet_0.1.2,LTCC ResNet 0.1.2,model_epoch_019_step_02682,19,2682,2.5,4.1,12.6,17.6,passed,experiments/reid/ltcc/evaluation_results_0.1.2/evaluation_summary.json
LTCC,ltcc_resnet_0.1.2,LTCC ResNet 0.1.2,model_epoch_024_step_03347,24,3347,2.5,3.2,13.600000000000001,20.9,passed,experiments/reid/ltcc/evaluation_results_0.1.2/evaluation_summary.json
LTCC,ltcc_resnet_0.1.2,LTCC ResNet 0.1.2,model_epoch_029_step_04011,29,4011,2.4,2.8,11.0,15.8,passed,experiments/reid/ltcc/evaluation_results_0.1.2/evaluation_summary.json
LTCC,ltcc_resnet_0.1.2,LTCC ResNet 0.1.2,model_epoch_034_step_04679,34,4679,2.4,3.9,11.4,17.2,passed,experiments/reid/ltcc/evaluation_results_0.1.2/evaluation_summary.json
LTCC,ltcc_resnet_0.1.2,LTCC ResNet 0.1.2,model_epoch_039_step_05344,39,5344,2.4,4.1,12.8,19.5,passed,experiments/reid/ltcc/evaluation_results_0.1.2/evaluation_summary.json
LTCC,ltcc_resnet_0.1.2,LTCC ResNet 0.1.2,model_epoch_044_step_06010,44,6010,2.4,3.4000000000000004,13.200000000000001,17.8,passed,experiments/reid/ltcc/evaluation_results_0.1.2/evaluation_summary.json
LTCC,ltcc_resnet_0.1.2,LTCC ResNet 0.1.2,model_epoch_049_step_06671,49,6671,2.3,2.8,9.9,16.2,passed,experiments/reid/ltcc/evaluation_results_0.1.2/evaluation_summary.json
LTCC,ltcc_resnet_0.1.2,LTCC ResNet 0.1.2,model_epoch_054_step_07344,54,7344,2.3,2.6,11.6,18.7,passed,experiments/reid/ltcc/evaluation_results_0.1.2/evaluation_summary.json
LTCC,ltcc_resnet_0.1.2,LTCC ResNet 0.1.2,model_epoch_059_step_08010,59,8010,2.4,4.1,12.2,19.7,passed,experiments/reid/ltcc/evaluation_results_0.1.2/evaluation_summary.json
LTCC,ltcc_resnet_0.1.3,LTCC ResNet 0.1.3,model_epoch_009_step_02725,9,2725,13.600000000000001,27.800000000000004,42.0,48.7,passed,experiments/reid/ltcc/evaluation_results_0.1.3/evaluation_summary.json
LTCC,ltcc_resnet_0.1.3,LTCC ResNet 0.1.3,model_epoch_019_step_05426,19,5426,16.6,34.1,51.9,59.4,passed,experiments/reid/ltcc/evaluation_results_0.1.3/evaluation_summary.json
LTCC,ltcc_resnet_0.1.3,LTCC ResNet 0.1.3,model_epoch_029_step_08129,29,8129,19.5,40.2,54.400000000000006,61.5,passed,experiments/reid/ltcc/evaluation_results_0.1.3/evaluation_summary.json
LTCC,ltcc_resnet_0.1.3,LTCC ResNet 0.1.3,model_epoch_039_step_10831,39,10831,21.1,45.4,60.4,66.7,passed,experiments/reid/ltcc/evaluation_results_0.1.3/evaluation_summary.json
LTCC,ltcc_resnet_0.1.3,LTCC ResNet 0.1.3,model_epoch_049_step_13553,49,13553,17.5,37.3,56.00000000000001,63.7,passed,experiments/reid/ltcc/evaluation_results_0.1.3/evaluation_summary.json
LTCC,ltcc_resnet_0.1.3,LTCC ResNet 0.1.3,model_epoch_059_step_16256,59,16256,17.5,40.6,55.39999999999999,61.5,passed,experiments/reid/ltcc/evaluation_results_0.1.3/evaluation_summary.json
LTCC,ltcc_resnet_0.1.4,LTCC ResNet 0.1.4,model_epoch_009_step_05458,9,5458,15.0,33.9,49.1,54.6,passed,experiments/reid/ltcc/evaluation_results_0.1.4/evaluation_summary.json
LTCC,ltcc_resnet_0.1.4,LTCC ResNet 0.1.4,model_epoch_019_step_10929,19,10929,18.2,39.4,55.2,61.9,passed,experiments/reid/ltcc/evaluation_results_0.1.4/evaluation_summary.json
LTCC,ltcc_resnet_0.1.4,LTCC ResNet 0.1.4,model_epoch_029_step_16399,29,16399,22.2,46.7,60.199999999999996,66.9,passed,experiments/reid/ltcc/evaluation_results_0.1.4/evaluation_summary.json
LTCC,ltcc_resnet_0.1.4,LTCC ResNet 0.1.4,model_epoch_039_step_21863,39,21863,21.5,46.7,62.5,66.7,passed,experiments/reid/ltcc/evaluation_results_0.1.4/evaluation_summary.json
LTCC,ltcc_resnet_0.1.4,LTCC ResNet 0.1.4,model_epoch_049_step_27337,49,27337,21.0,45.6,58.8,66.5,passed,experiments/reid/ltcc/evaluation_results_0.1.4/evaluation_summary.json
LTCC,ltcc_resnet_0.1.4,LTCC ResNet 0.1.4,model_epoch_059_step_32791,59,32791,23.6,46.7,61.9,69.2,passed,experiments/reid/ltcc/evaluation_results_0.1.4/evaluation_summary.json
LTCC,ltcc_resnet_synthetic_transfer,LTCC synthetic transfer ResNet,model_epoch_004_step_00185,4,185,2.8,5.5,15.0,23.5,passed,experiments/reid/ltcc+syntetic/evaluation_results_transfer/summary.tsv
LTCC,ltcc_resnet_synthetic_transfer,LTCC synthetic transfer ResNet,model_epoch_009_step_00370,9,370,2.7,5.7,16.0,23.5,passed,experiments/reid/ltcc+syntetic/evaluation_results_transfer/summary.tsv
LTCC,ltcc_resnet_synthetic_transfer,LTCC synthetic transfer ResNet,model_epoch_014_step_00555,14,555,2.7,5.7,15.8,23.3,passed,experiments/reid/ltcc+syntetic/evaluation_results_transfer/summary.tsv
LTCC,ltcc_resnet_synthetic_transfer,LTCC synthetic transfer ResNet,model_epoch_019_step_00740,19,740,2.6,4.9,16.2,24.5,passed,experiments/reid/ltcc+syntetic/evaluation_results_transfer/summary.tsv
LTCC,ltcc_sweep_smoke,LTCC percentage sweep smoke,model_epoch_001_step_02621,1,2621,5.8,12.0,21.7,29.8,passed,experiments/reid/repository_training_results/additional_validation/summary_worker1.tsv
LTCC,ltcc_swin_1.0.1,LTCC Swin 1.0.1,model_epoch_009_step_05451,9,5451,4.0,9.7,23.7,30.8,passed,experiments/reid/ltcc/evaluation_results_1.0.1/evaluation_summary.json
LTCC,ltcc_swin_1.0.1,LTCC Swin 1.0.1,model_epoch_019_step_10945,19,10945,7.5,16.8,36.1,44.6,passed,experiments/reid/ltcc/evaluation_results_1.0.1/evaluation_summary.json
LTCC,ltcc_swin_1.0.1,LTCC Swin 1.0.1,model_epoch_029_step_16429,29,16429,10.2,25.8,42.4,51.5,passed,experiments/reid/ltcc/evaluation_results_1.0.1/evaluation_summary.json
LTCC,ltcc_swin_1.0.1,LTCC Swin 1.0.1,model_epoch_039_step_21917,39,21917,10.7,29.799999999999997,49.5,57.4,passed,experiments/reid/ltcc/evaluation_results_1.0.1/evaluation_summary.json
LTCC,ltcc_swin_1.0.1,LTCC Swin 1.0.1,model_epoch_049_step_27391,49,27391,12.4,32.9,52.5,61.5,passed,experiments/reid/ltcc/evaluation_results_1.0.1/evaluation_summary.json
LTCC,ltcc_swin_1.0.1,LTCC Swin 1.0.1,model_epoch_059_step_32862,59,32862,13.0,32.9,53.29999999999999,59.0,passed,experiments/reid/ltcc/evaluation_results_1.0.1/evaluation_summary.json
LTCC,ltcc_swin_1.0.1,LTCC Swin 1.0.1,model_epoch_069_step_38346,69,38346,17.9,39.4,52.7,61.9,passed,experiments/reid/repository_training_results/additional_validation/summary_worker1.tsv
LTCC,ltcc_swin_1.0.1,LTCC Swin 1.0.1,model_epoch_079_step_43832,79,43832,17.1,38.5,54.8,61.3,passed,experiments/reid/repository_training_results/additional_validation/summary_worker0.tsv
LTCC,ltcc_swin_1.0.1,LTCC Swin 1.0.1,model_epoch_089_step_49312,89,49312,15.0,33.3,49.7,56.0,passed,experiments/reid/repository_training_results/additional_validation/summary_worker1.tsv
LTCC,ltcc_swin_1.0.1,LTCC Swin 1.0.1,model_epoch_099_step_54790,99,54790,17.2,39.1,56.0,62.3,passed,experiments/reid/repository_training_results/additional_validation/summary_worker0.tsv
LTCC,ltcc_swin_1.0.1,LTCC Swin 1.0.1,model_epoch_109_step_60244,109,60244,17.5,40.6,55.6,62.3,passed,experiments/reid/repository_training_results/additional_validation/summary_worker1.tsv
LTCC,ltcc_swin_1.0.1,LTCC Swin 1.0.1,model_epoch_119_step_65706,119,65706,17.4,41.6,55.8,63.3,passed,experiments/reid/repository_training_results/additional_validation/summary_worker0.tsv
LTCC,ltcc_swin_1.0.1,LTCC Swin 1.0.1,model_epoch_129_step_71182,129,71182,16.3,40.0,51.9,59.0,passed,experiments/reid/repository_training_results/additional_validation/summary_worker1.tsv
LTCC,ltcc_swin_1.0.1,LTCC Swin 1.0.1,model_epoch_139_step_76660,139,76660,17.2,40.2,51.3,58.0,passed,experiments/reid/repository_training_results/additional_validation/summary_worker0.tsv
LTCC,ltcc_swin_1.0.1,LTCC Swin 1.0.1,model_epoch_149_step_82107,149,82107,15.8,38.1,52.1,59.4,passed,experiments/reid/repository_training_results/additional_validation/summary_worker1.tsv
LTCC,ltcc_swin_misfiled_0.1.4_epoch0,LTCC Swin misfiled 0.1.4 epoch 0,model_epoch_000_step_00000,0,0,7.1,20.7,33.7,41.2,passed,experiments/reid/repository_training_results/additional_validation/summary_worker0.tsv
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_004_step_02726,4,2726,2.3,3.9,10.3,15.8,passed,experiments/reid/ltcc/evaluation_results_swin_plain/summary.tsv
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_009_step_05471,9,5471,7.8,19.1,30.4,37.7,passed,experiments/reid/ltcc/evaluation_results_swin_plain/summary.tsv
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_014_step_08207,14,8207,13.3,29.4,43.2,50.9,passed,experiments/reid/ltcc/evaluation_results_swin_plain/summary.tsv
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_019_step_10946,19,10946,18.6,40.0,51.7,57.8,passed,experiments/reid/ltcc/evaluation_results_swin_plain/summary.tsv
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_024_step_13676,24,13676,18.4,41.0,52.3,57.2,passed,experiments/reid/ltcc/evaluation_results_swin_plain/summary.tsv
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_029_step_16414,29,16414,19.6,43.0,55.0,60.0,passed,experiments/reid/ltcc/evaluation_results_swin_plain/summary.tsv
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_034_step_19168,34,19168,21.8,47.7,59.6,64.9,passed,experiments/reid/ltcc/evaluation_results_swin_plain/summary.tsv
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_039_step_21904,39,21904,21.8,46.9,57.4,64.5,passed,experiments/reid/ltcc/evaluation_results_swin_plain/summary.tsv
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_044_step_24628,44,24628,21.4,47.9,56.8,62.3,passed,experiments/reid/ltcc/evaluation_results_swin_plain/summary.tsv
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_049_step_27345,49,27345,23.2,47.3,58.8,62.5,passed,experiments/reid/ltcc/evaluation_results_swin_plain/summary.tsv
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_054_step_30084,54,30084,22.0,46.9,58.0,64.5,passed,experiments/reid/ltcc/evaluation_results_swin_plain/summary.tsv
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_059_step_32828,59,32828,22.5,48.9,59.8,64.5,passed,experiments/reid/ltcc/evaluation_results_swin_plain/summary.tsv
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_064_step_35561,64,35561,22.0,48.3,60.4,63.7,passed,experiments/reid/ltcc/evaluation_results_swin_plain/summary.tsv
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_069_step_38310,69,38310,22.5,48.9,59.4,63.7,passed,experiments/reid/ltcc/evaluation_results_swin_plain/summary.tsv
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_074_step_41047,74,41047,22.3,47.5,59.2,63.5,passed,experiments/reid/ltcc/evaluation_results_swin_plain/summary.tsv
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_079_step_43795,79,43795,22.7,47.3,58.6,62.3,passed,experiments/reid/ltcc/evaluation_results_swin_plain/summary.tsv
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_084_step_46536,84,46536,21.6,45.0,57.6,63.5,passed,experiments/reid/ltcc/evaluation_results_swin_plain/summary.tsv
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_089_step_49273,89,49273,22.2,49.7,59.2,65.1,passed,experiments/reid/ltcc/evaluation_results_swin_plain/summary.tsv
